"TIME","GEO","SEX","AGE","CITIZEN","UNIT","Value","Flag and Footnotes"
"2017Q1","Finland","Total","From 15 to 64 years","Total","Percentage","68.0",""
"2017Q1","Finland","Males","From 15 to 64 years","Total","Percentage","68.8",""
"2017Q1","Finland","Females","From 15 to 64 years","Total","Percentage","67.2",""
"2017Q1","Sweden","Total","From 15 to 64 years","Total","Percentage","75.7",""
"2017Q1","Sweden","Males","From 15 to 64 years","Total","Percentage","76.8",""
"2017Q1","Sweden","Females","From 15 to 64 years","Total","Percentage","74.6",""
"2017Q1","United Kingdom","Total","From 15 to 64 years","Total","Percentage","73.7",""
"2017Q1","United Kingdom","Males","From 15 to 64 years","Total","Percentage","78.1",""
"2017Q1","United Kingdom","Females","From 15 to 64 years","Total","Percentage","69.4",""
"2017Q1","Iceland","Total","From 15 to 64 years","Total","Percentage","85.7",""
"2017Q1","Iceland","Males","From 15 to 64 years","Total","Percentage","88.0",""
"2017Q1","Iceland","Females","From 15 to 64 years","Total","Percentage","83.3",""
"2017Q1","Norway","Total","From 15 to 64 years","Total","Percentage","73.5",""
"2017Q1","Norway","Males","From 15 to 64 years","Total","Percentage","75.0",""
"2017Q1","Norway","Females","From 15 to 64 years","Total","Percentage","71.9",""
"2017Q1","Switzerland","Total","From 15 to 64 years","Total","Percentage","79.3",""
"2017Q1","Switzerland","Males","From 15 to 64 years","Total","Percentage","83.1",""
"2017Q1","Switzerland","Females","From 15 to 64 years","Total","Percentage","75.3",""
"2017Q1","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 64 years","Total","Percentage","50.1",""
"2017Q1","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 64 years","Total","Percentage","59.8",""
"2017Q1","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 64 years","Total","Percentage","40.2",""
"2017Q1","Turkey","Total","From 15 to 64 years","Total","Percentage","49.5",""
"2017Q1","Turkey","Males","From 15 to 64 years","Total","Percentage","68.0",""
"2017Q1","Turkey","Females","From 15 to 64 years","Total","Percentage","30.7",""
"2017Q2","European Union (28 countries)","Total","From 15 to 64 years","Total","Percentage","67.7",""
"2017Q2","European Union (28 countries)","Males","From 15 to 64 years","Total","Percentage","72.9",""
"2017Q2","European Union (28 countries)","Females","From 15 to 64 years","Total","Percentage","62.5",""
"2017Q2","European Union (27 countries)","Total","From 15 to 64 years","Total","Percentage","67.7",""
"2017Q2","European Union (27 countries)","Males","From 15 to 64 years","Total","Percentage","72.9",""
"2017Q2","European Union (27 countries)","Females","From 15 to 64 years","Total","Percentage","62.6",""
"2017Q2","European Union (15 countries)","Total","From 15 to 64 years","Total","Percentage","67.8",""
"2017Q2","European Union (15 countries)","Males","From 15 to 64 years","Total","Percentage","72.8",""
"2017Q2","European Union (15 countries)","Females","From 15 to 64 years","Total","Percentage","62.9",""
"2017Q2","Euro area (19 countries)","Total","From 15 to 64 years","Total","Percentage","66.3",""
"2017Q2","Euro area (19 countries)","Males","From 15 to 64 years","Total","Percentage","71.4",""
"2017Q2","Euro area (19 countries)","Females","From 15 to 64 years","Total","Percentage","61.2",""
"2017Q2","Euro area (18 countries)","Total","From 15 to 64 years","Total","Percentage","66.3",""
"2017Q2","Euro area (18 countries)","Males","From 15 to 64 years","Total","Percentage","71.4",""
"2017Q2","Euro area (18 countries)","Females","From 15 to 64 years","Total","Percentage","61.1",""
"2017Q2","Euro area (17 countries)","Total","From 15 to 64 years","Total","Percentage","66.2",""
"2017Q2","Euro area (17 countries)","Males","From 15 to 64 years","Total","Percentage","71.4",""
"2017Q2","Euro area (17 countries)","Females","From 15 to 64 years","Total","Percentage","61.1",""
"2017Q2","Belgium","Total","From 15 to 64 years","Total","Percentage","62.8",""
"2017Q2","Belgium","Males","From 15 to 64 years","Total","Percentage","67.1",""
"2017Q2","Belgium","Females","From 15 to 64 years","Total","Percentage","58.4",""
"2017Q2","Bulgaria","Total","From 15 to 64 years","Total","Percentage","67.2",""
"2017Q2","Bulgaria","Males","From 15 to 64 years","Total","Percentage","70.5",""
"2017Q2","Bulgaria","Females","From 15 to 64 years","Total","Percentage","63.9",""
"2017Q2","Czech Republic","Total","From 15 to 64 years","Total","Percentage","73.3",""
"2017Q2","Czech Republic","Males","From 15 to 64 years","Total","Percentage","80.6",""
"2017Q2","Czech Republic","Females","From 15 to 64 years","Total","Percentage","65.7",""
"2017Q2","Denmark","Total","From 15 to 64 years","Total","Percentage","74.1",""
"2017Q2","Denmark","Males","From 15 to 64 years","Total","Percentage","76.9",""
"2017Q2","Denmark","Females","From 15 to 64 years","Total","Percentage","71.3",""
"2017Q2","Germany (until 1990 former territory of the FRG)","Total","From 15 to 64 years","Total","Percentage","74.8",""
"2017Q2","Germany (until 1990 former territory of the FRG)","Males","From 15 to 64 years","Total","Percentage","78.6",""
"2017Q2","Germany (until 1990 former territory of the FRG)","Females","From 15 to 64 years","Total","Percentage","71.0",""
"2017Q2","Estonia","Total","From 15 to 64 years","Total","Percentage","73.2",""
"2017Q2","Estonia","Males","From 15 to 64 years","Total","Percentage","76.7",""
"2017Q2","Estonia","Females","From 15 to 64 years","Total","Percentage","69.8",""
"2017Q2","Ireland","Total","From 15 to 64 years","Total","Percentage","65.7",""
"2017Q2","Ireland","Males","From 15 to 64 years","Total","Percentage","71.1",""
"2017Q2","Ireland","Females","From 15 to 64 years","Total","Percentage","60.4",""
"2017Q2","Greece","Total","From 15 to 64 years","Total","Percentage","54.0",""
"2017Q2","Greece","Males","From 15 to 64 years","Total","Percentage","62.9",""
"2017Q2","Greece","Females","From 15 to 64 years","Total","Percentage","45.2",""
"2017Q2","Spain","Total","From 15 to 64 years","Total","Percentage","61.1",""
"2017Q2","Spain","Males","From 15 to 64 years","Total","Percentage","66.5",""
"2017Q2","Spain","Females","From 15 to 64 years","Total","Percentage","55.7",""
"2017Q2","France","Total","From 15 to 64 years","Total","Percentage","65.1",""
"2017Q2","France","Males","From 15 to 64 years","Total","Percentage","68.6",""
"2017Q2","France","Females","From 15 to 64 years","Total","Percentage","61.6",""
"2017Q2","Croatia","Total","From 15 to 64 years","Total","Percentage","59.2",""
"2017Q2","Croatia","Males","From 15 to 64 years","Total","Percentage","64.7",""
"2017Q2","Croatia","Females","From 15 to 64 years","Total","Percentage","53.7",""
"2017Q2","Italy","Total","From 15 to 64 years","Total","Percentage","58.1",""
"2017Q2","Italy","Males","From 15 to 64 years","Total","Percentage","67.1",""
"2017Q2","Italy","Females","From 15 to 64 years","Total","Percentage","49.1",""
"2017Q2","Cyprus","Total","From 15 to 64 years","Total","Percentage","65.6",""
"2017Q2","Cyprus","Males","From 15 to 64 years","Total","Percentage","70.2",""
"2017Q2","Cyprus","Females","From 15 to 64 years","Total","Percentage","61.3",""
"2017Q2","Latvia","Total","From 15 to 64 years","Total","Percentage","69.8",""
"2017Q2","Latvia","Males","From 15 to 64 years","Total","Percentage","71.4",""
"2017Q2","Latvia","Females","From 15 to 64 years","Total","Percentage","68.4",""
"2017Q2","Lithuania","Total","From 15 to 64 years","Total","Percentage","70.6",""
"2017Q2","Lithuania","Males","From 15 to 64 years","Total","Percentage","70.5",""
"2017Q2","Lithuania","Females","From 15 to 64 years","Total","Percentage","70.7",""
"2017Q2","Luxembourg","Total","From 15 to 64 years","Total","Percentage","65.9",""
"2017Q2","Luxembourg","Males","From 15 to 64 years","Total","Percentage","69.7",""
"2017Q2","Luxembourg","Females","From 15 to 64 years","Total","Percentage","62.0",""
"2017Q2","Hungary","Total","From 15 to 64 years","Total","Percentage","68.1",""
"2017Q2","Hungary","Males","From 15 to 64 years","Total","Percentage","75.1",""
"2017Q2","Hungary","Females","From 15 to 64 years","Total","Percentage","61.1",""
"2017Q2","Malta","Total","From 15 to 64 years","Total","Percentage","67.0",""
"2017Q2","Malta","Males","From 15 to 64 years","Total","Percentage","78.9",""
"2017Q2","Malta","Females","From 15 to 64 years","Total","Percentage","54.4",""
"2017Q2","Netherlands","Total","From 15 to 64 years","Total","Percentage","75.7",""
"2017Q2","Netherlands","Males","From 15 to 64 years","Total","Percentage","80.2",""
"2017Q2","Netherlands","Females","From 15 to 64 years","Total","Percentage","71.2",""
"2017Q2","Austria","Total","From 15 to 64 years","Total","Percentage","72.2",""
"2017Q2","Austria","Males","From 15 to 64 years","Total","Percentage","76.2",""
"2017Q2","Austria","Females","From 15 to 64 years","Total","Percentage","68.1",""
"2017Q2","Poland","Total","From 15 to 64 years","Total","Percentage","66.2",""
"2017Q2","Poland","Males","From 15 to 64 years","Total","Percentage","72.5",""
"2017Q2","Poland","Females","From 15 to 64 years","Total","Percentage","60.0",""
"2017Q2","Portugal","Total","From 15 to 64 years","Total","Percentage","67.6",""
"2017Q2","Portugal","Males","From 15 to 64 years","Total","Percentage","70.8",""
"2017Q2","Portugal","Females","From 15 to 64 years","Total","Percentage","64.5",""
"2017Q2","Romania","Total","From 15 to 64 years","Total","Percentage","65.5",""
"2017Q2","Romania","Males","From 15 to 64 years","Total","Percentage","73.2",""
"2017Q2","Romania","Females","From 15 to 64 years","Total","Percentage","57.7",""
"2017Q2","Slovenia","Total","From 15 to 64 years","Total","Percentage","69.1",""
"2017Q2","Slovenia","Males","From 15 to 64 years","Total","Percentage","72.8",""
"2017Q2","Slovenia","Females","From 15 to 64 years","Total","Percentage","65.1",""
"2017Q2","Slovakia","Total","From 15 to 64 years","Total","Percentage","66.1",""
"2017Q2","Slovakia","Males","From 15 to 64 years","Total","Percentage","72.0",""
"2017Q2","Slovakia","Females","From 15 to 64 years","Total","Percentage","60.1",""
"2017Q2","Finland","Total","From 15 to 64 years","Total","Percentage","70.5",""
"2017Q2","Finland","Males","From 15 to 64 years","Total","Percentage","72.0",""
"2017Q2","Finland","Females","From 15 to 64 years","Total","Percentage","69.0",""
"2017Q2","Sweden","Total","From 15 to 64 years","Total","Percentage","77.1",""
"2017Q2","Sweden","Males","From 15 to 64 years","Total","Percentage","78.5",""
"2017Q2","Sweden","Females","From 15 to 64 years","Total","Percentage","75.6",""
"2017Q2","United Kingdom","Total","From 15 to 64 years","Total","Percentage","74.1",""
"2017Q2","United Kingdom","Males","From 15 to 64 years","Total","Percentage","78.6",""
"2017Q2","United Kingdom","Females","From 15 to 64 years","Total","Percentage","69.6",""
"2017Q2","Iceland","Total","From 15 to 64 years","Total","Percentage","87.8",""
"2017Q2","Iceland","Males","From 15 to 64 years","Total","Percentage","90.7",""
"2017Q2","Iceland","Females","From 15 to 64 years","Total","Percentage","84.8",""
"2017Q2","Norway","Total","From 15 to 64 years","Total","Percentage","74.2",""
"2017Q2","Norway","Males","From 15 to 64 years","Total","Percentage","75.7",""
"2017Q2","Norway","Females","From 15 to 64 years","Total","Percentage","72.6",""
"2017Q2","Switzerland","Total","From 15 to 64 years","Total","Percentage","79.8",""
"2017Q2","Switzerland","Males","From 15 to 64 years","Total","Percentage","84.6",""
"2017Q2","Switzerland","Females","From 15 to 64 years","Total","Percentage","74.8",""
"2017Q2","Former Yugoslav Republic of Macedonia, the","Total","From 15 to 64 years","Total","Percentage","50.5",""
"2017Q2","Former Yugoslav Republic of Macedonia, the","Males","From 15 to 64 years","Total","Percentage","60.4",""
"2017Q2","Former Yugoslav Republic of Macedonia, the","Females","From 15 to 64 years","Total","Percentage","40.3",""
"2017Q2","Turkey","Total","From 15 to 64 years","Total","Percentage","52.2",""
"2017Q2","Turkey","Males","From 15 to 64 years","Total","Percentage","71.3",""
"2017Q2","Turkey","Females","From 15 to 64 years","Total","Percentage","32.9",""
